brsp,gtto,lasp,sags,sath,vesp,x,y
0,0,0,0,0,33,-84.7282157,34.566415
0,0,0,0,0,27,-84.7868559,34.0545254
0,0,0,0,0,5,-83.7887419,32.3776397
0,0,0,0,0,17,-83.9135034,31.6113295
0,0,0,0,0,22,-83.5415723,34.4948364
0,0,0,0,0,33,-83.0957341,33.5197045
0,0,0,0,0,10,-82.1997128,33.4876538
0,0,0,0,0,55,-84.2682799,32.1823297
0,0,0,0,0,24,-81.637766,32.8829954
0,0,0,0,0,109,-83.6478349,32.9464727
0,0,0,0,0,8,-85.2533567,33.5381995
0,0,0,0,0,58,-85.3463759,34.6689717
0,0,0,0,0,121,-84.5636584,32.3152912
0,0,0,0,0,7,-85.0490155,34.3863104
0,0,0,0,0,19,-84.0687099,34.7642707
0,0,0,0,0,12,-83.4074789,34.9172777
0,0,0,0,0,172,-84.4635319,34.1391517
0,0,0,0,0,16,-84.7482209,33.9086267
0,0,0,0,0,54,-84.2188269,33.6307147
0,0,0,0,0,172,-83.6041811,33.6101913
0,0,0,0,0,28,-83.8122125,33.1053145
0,0,0,0,0,130,-82.6759719,33.6477247
0,0,0,0,0,0,-82.8309704,33.0291229
0,0,0,0,0,4,-83.5781559,32.1468537
0,0,0,0,0,1,-82.9529801,32.1747043
0,0,0,0,0,8,-82.3672037,32.88997
0,0,0,0,0,8,-83.5531469,31.9142657
0,0,0,0,0,159,-82.9391858,31.9354092
0,0,0,0,0,24,-81.6930981,32.6493901
0,0,0,0,0,48,-82.8019089,31.4573017
0,0,0,0,0,13,-81.2461699,31.7655427
0,0,0,0,0,6,-83.80112,30.6653217
0,0,0,0,0,4,-82.7066959,30.6013017
0,0,0,0,0,0,-82.071315,30.741228
0,0,0,0,0,157,-81.4255139,32.3293007
0,0,0,0,0,152,-82.3713072,32.1084995
0,0,0,0,0,61,-82.2302919,31.1988887
0,0,0,0,0,16,-82.5666869,33.7283627
0,0,0,0,0,0,-84.4810583,33.1817632
0,0,0,0,0,7,-84.8855164,33.6361338
0,0,0,0,0,3,-84.6178662,34.2229334
0,0,0,0,0,12,-82.8023609,31.4577244
0,0,0,0,0,6,-81.6271416,31.6168883
0,0,0,0,0,10,-82.706828,30.6012759
0,0,0,0,0,15,-81.671898,30.928942
0,0,0,0,0,5,-82.469419,30.58495
0,0,0,0,0,304,-82.7110995,30.8156483
0,0,0,0,0,0,-81.9385286,31.060394
0,0,0,0,0,128,-81.2589304,31.7275586
0,0,0,0,0,8,-82.8050351,31.1219928
0,0,0,0,0,0,-82.4003766,31.6994191
0,0,0,0,0,0,-82.0547405,32.4826257
0,0,0,0,0,1,-81.8440915,32.6387756
0,0,0,0,0,8,-81.4772544,32.6981698
0,0,0,0,0,0,-83.4309121,30.7949952
0,0,0,0,0,0,-83.40811,30.9398503
0,0,0,0,0,11,-83.1398269,31.2372355
0,0,0,0,0,0,-83.3946338,31.911593
0,0,0,0,0,5,-82.7571502,32.4529818
0,0,0,0,0,21,-84.7241329,30.8576446
0,0,0,0,0,0,-84.0168649,31.7538576
0,0,0,0,0,293,-84.6581734,31.5573574
0,0,0,0,0,2,-84.6928996,31.9559887
0,0,0,0,0,6,-83.029301,32.801282
0,0,0,0,0,1,-83.7460488,32.5465719
0,0,0,0,0,32,-84.4158115,32.8593849
0,0,0,0,0,1,-83.119901,33.1701743
0,0,0,0,0,22,-82.7634571,33.4815769
0,0,0,0,0,0,-82.553544,33.8799945
0,0,0,0,0,21,-83.7041676,33.6804525
0,0,0,0,0,0,-84.2837106,33.382002
0,0,0,0,0,4,-84.4592036,33.5364364
0,0,0,0,0,1,-85.253731,33.4037868
0,0,0,0,0,1,-85.2195466,33.6511789
0,0,0,0,0,16,-83.8381378,34.1726911
0,0,0,0,0,0,-82.7559864,34.1982791
0,0,0,0,0,1,-83.1032176,34.3932407
0,0,0,0,0,1,-84.6150591,34.0921282
0,0,0,0,0,94,-84.5124264,34.906261
0,0,0,0,0,0,-85.497565,34.6117851
0,0,0,0,0,2,-85.424102,34.7223756
0,0,0,0,0,0,-85.2195466,33.6511789
0,0,0,0,0,0,-83.7086974,33.0951823
0,0,0,0,0,0,-116.3974909,48.5817917
0,0,0,0,0,0,-116.6672685,47.7825805
0,0,0,0,0,6,-115.8109268,47.2505272
0,0,0,0,0,12,-116.5560346,46.4532553
0,0,0,0,0,22,-115.4122168,46.0761181
0,0,0,0,0,0,-114.5424783,46.639823
0,0,0,0,0,60,-116.1124649,45.8813157
0,0,0,0,0,15,-115.681061,45.8118141
0,0,0,0,0,73,-114.6333333,45.7
0,0,0,0,0,0,-116.0405729,44.5814347
0,0,0,0,0,22,-116.8492509,48.4797897
0,0,0,0,0,3,-115.472606,45.816285
0,0,0,0,0,12,-115.4359342,45.825742
0,0,0,0,0,2,-116.0228279,47.250284
0,0,0,0,0,6,-115.7969686,46.4724742
0,0,0,0,0,33,-116.034299,45.3898886
0,0,0,0,0,0,-115.9475939,45.3420792
0,0,0,0,0,2,-115.4933479,44.9600847
0,0,0,0,0,0,-116.1318742,47.8844941
0,0,0,0,0,74,-116.3312759,47.5466971
0,0,0,0,0,83,-90.0603721,42.2101956
0,0,0,0,0,89,-89.3321502,42.1593177
0,0,0,0,0,135,-89.0756312,42.0711057
0,0,0,0,0,124,-88.9789839,42.1810097
0,0,0,0,0,34,-88.175335,42.1542181
0,0,0,0,0,2,-87.908702,42.0160676
0,0,0,0,0,114,-90.0300702,41.3974197
0,0,0,0,0,4,-90.217325,41.4846401
0,0,0,0,0,6,-89.4568609,41.1849333
0,0,0,0,0,0,-89.7704347,41.3504896
0,0,0,0,0,0,-89.7085965,41.3356226
0,0,0,0,0,3,-89.0175725,41.6502254
0,0,0,0,0,0,-88.8325718,41.0834818
0,0,0,0,0,11,-88.1879809,41.9335847
0,0,0,0,0,160,-88.1852819,41.1663407
0,0,0,0,0,1,-88.5743214,41.530722
0,0,0,0,0,22,-87.5816027,41.2187664
0,0,0,0,0,0,-87.964599,41.4686591
0,0,0,0,0,18,-91.0568488,40.8036571
0,0,0,0,0,2,-91.1829978,40.2137205
0,0,0,0,0,10,-90.0013197,40.0810774
0,0,0,0,0,127,-90.9814019,40.6514497
0,0,0,0,0,0,-90.0331516,40.9170762
0,0,0,0,0,1,-90.5087794,40.8602881
0,0,0,0,0,22,-89.6657014,40.6004653
0,0,0,0,0,73,-89.7938841,40.9305488
0,0,0,0,0,10,-89.3175167,40.6045464
0,0,0,0,0,0,-89.4243639,40.4972564
0,0,0,0,0,376,-88.95069,40.9275498
0,0,0,0,0,0,-88.5584799,40.0787817
0,0,0,0,0,8,-88.5637682,40.7143846
0,0,0,0,0,0,-88.6754284,40.8985328
0,0,0,0,0,0,-87.9675978,40.2509834
0,0,0,0,0,0,-87.724604,40.6463646
0,0,0,0,0,14,-91.2963699,39.9203767
0,0,0,0,0,0,-90.3451209,39.9897988
0,0,0,0,0,0,-90.1660041,39.4187241
0,0,0,0,0,20,-90.4109104,39.799577
0,0,0,0,0,137,-90.8395322,39.3609974
0,0,0,0,0,0,-89.5158088,39.5753678
0,0,0,0,0,0,-89.2690071,39.4800841
0,0,0,0,0,104,-89.2049844,39.3998674
0,0,0,0,0,1,-89.4517437,39.5535471
0,0,0,0,0,299,-88.103613,39.8947071
0,0,0,0,0,0,-88.2670255,39.3671938
0,0,0,0,0,0,-88.195176,39.3149204
0,0,0,0,0,62,-88.3865649,39.6153298
0,0,0,0,0,3,-87.7777573,39.318607
0,0,0,0,0,7,-90.2587326,38.3851828
0,0,0,0,0,1,-89.8193422,38.5256201
0,0,0,0,0,7,-89.5364836,38.6981367
0,0,0,0,0,36,-89.6602444,38.6699717
0,0,0,0,0,92,-89.2943026,38.3511978
0,0,0,0,0,1,-88.233672,38.248185
0,0,0,0,0,5,-88.9703208,38.4401577
0,0,0,0,0,33,-88.1676148,38.70688
0,0,0,0,0,2,-88.4287356,38.6772904
0,0,0,0,0,0,-87.7451035,38.8352107
0,0,0,0,0,2,-89.2352685,37.2325914
0,0,0,0,0,2,-89.7475091,37.9708433
0,0,0,0,0,53,-88.9437782,37.3198861
0,0,0,0,0,0,-88.5063589,37.5997248
0,0,0,0,0,0,-88.5193033,37.0730417
0,0,0,0,0,0,-87.7771751,39.0052343
0,0,0,0,0,0,-89.7648861,42.1401616
0,0,0,0,0,0,-88.9154674,42.3994754
0,0,0,0,0,205,-90.5307719,41.3410603
0,0,0,0,0,75,-89.0833869,41.4844552
0,0,0,0,0,432,-88.5903464,41.311436
0,0,0,0,0,6,-91.1273048,40.0572405
0,0,0,0,0,11,-90.1357207,40.3045239
0,0,0,0,0,67,-89.8249757,40.0839936
0,0,0,0,0,35,-88.7460735,40.2822428
0,0,0,0,0,20,-90.550608,39.2888385
0,0,0,0,0,20,-89.8313118,39.3988002
0,0,0,0,0,1,-88.0246848,39.1055838
0,0,0,0,0,0,-87.6692368,39.1467916
0,0,0,0,0,0,-89.7037028,38.320123
0,0,0,0,0,6,-88.2081104,38.0393916
0,0,0,0,0,0,-89.274296,37.2026548
0,0,0,0,0,1,-88.1644941,37.4674888
0,0,0,0,0,1,-88.9445833,42.1740585
0,0,0,0,0,0,-91.3130559,39.9258337
0,0,0,0,0,1,-90.2808839,42.3972257
0,0,0,0,0,0,-89.3817229,42.4617907
0,0,0,0,0,0,-88.5617669,42.2186307
0,0,0,0,0,3,-90.9006359,41.0847167
0,0,0,0,0,0,-89.6694319,41.8306867
0,0,0,0,0,2,-88.4356718,41.5971421
0,0,0,0,0,2,-90.9316336,40.0179525
0,0,0,0,0,0,-89.1297627,40.2639127
0,0,0,0,0,13,-88.8718234,40.7542777
0,0,0,0,0,0,-87.5396719,40.0813067
0,0,0,0,0,0,-91.3007819,39.9614287
0,0,0,0,0,4,-90.4058819,39.8173797
0,0,0,0,0,0,-89.0850451,39.8529571
0,0,0,0,0,26,-88.6689458,39.9526337
0,0,0,0,0,2,-87.706176,39.4014967
0,0,0,0,0,1,-89.3901378,38.8433817
0,0,0,0,0,0,-88.8800235,38.4982149
0,0,0,0,0,0,-89.0775209,37.8620527
0,0,0,0,0,0,-88.9472487,37.2950124
0,0,0,0,0,2,-89.7510457,39.9548261
0,0,0,0,0,0,-87.4486549,41.6518167
0,0,0,0,0,1,-87.2001879,41.3297597
0,0,0,0,0,0,-86.2170269,41.7272707
0,0,0,0,0,1,-86.6205339,41.2735266
0,0,0,0,0,0,-86.2808379,41.0254887
0,0,0,0,0,0,-85.6760109,41.7259077
0,0,0,0,0,0,-85.4900279,41.0188097
0,0,0,0,0,0,-85.8354799,41.1015477
0,0,0,0,0,0,-84.9394079,41.6024567
0,0,0,0,0,1,-87.3633993,40.6790779
0,0,0,0,0,2,-87.0361216,40.4076491
0,0,0,0,0,0,-86.8139639,40.7078507
0,0,0,0,0,0,-86.1842198,40.5842651
0,0,0,0,0,0,-86.6959256,40.1495187
0,0,0,0,0,3,-86.0561139,40.2183267
0,0,0,0,0,0,-85.5449749,40.0330447
0,0,0,0,0,0,-85.3574209,40.1346197
0,0,0,0,0,1,-85.84451,40.5079491
0,0,0,0,0,0,-85.9044039,40.8532797
0,0,0,0,0,4,-84.8534885,40.7030618
0,0,0,0,0,0,-87.3743359,39.3319867
0,0,0,0,0,34,-87.1438756,39.5330205
0,0,0,0,0,61,-86.3429849,39.0791429
0,0,0,0,0,87,-86.2882699,39.6400767
0,0,0,0,0,0,-86.5765829,39.9080857
0,0,0,0,0,0,-86.7031329,39.2638847
0,0,0,0,0,31,-85.9287299,39.0836543
0,0,0,0,0,0,-85.4688349,39.6847217
0,0,0,0,0,24,-85.4421615,39.4677041
0,0,0,0,0,121,-85.7760939,39.5621707
0,0,0,0,0,173,-84.9764184,39.493804
0,0,0,0,0,0,-87.1287007,38.6841567
0,0,0,0,0,106,-87.1850279,38.5758877
0,0,0,0,0,43,-87.3919892,38.0976637
0,0,0,0,0,54,-86.7647789,38.7744667
0,0,0,0,0,1,-86.8202889,38.4150437
0,0,0,0,0,284,-86.1929939,38.9190517
0,0,0,0,0,4,-85.9410399,38.6631267
0,0,0,0,0,7,-86.1463592,38.2672943
0,0,0,0,0,0,-85.0940693,38.7795826
0,0,0,0,0,0,-85.7471699,38.6347156
0,0,0,0,0,42,-87.4410458,37.9911389
0,0,0,0,0,97,-87.1973579,41.5363017
0,0,0,0,0,1,-86.3655159,41.6368887
0,0,0,0,0,0,-85.8354611,41.1013504
0,0,0,0,0,0,-86.0560979,40.2178547
0,0,0,0,0,5,-85.3574289,40.1346467
0,0,0,0,0,56,-87.1967394,41.5361624
0,0,0,0,0,0,-87.3693435,41.3911052
0,0,0,0,0,55,-86.8508149,41.6367797
0,0,0,0,0,56,-85.4765733,41.750602
0,0,0,0,0,17,-84.9237731,41.0798684
0,0,0,0,0,0,-87.0748779,40.9699502
0,0,0,0,0,0,-86.4502189,40.1985767
0,0,0,0,0,0,-85.2388079,40.4066967
0,0,0,0,0,1,-84.9562309,40.8100197
0,0,0,0,0,5,-87.3561447,39.9820787
0,0,0,0,0,0,-86.3794639,39.9455667
0,0,0,0,0,0,-85.0906911,39.9464269
0,0,0,0,0,3,-84.8521349,39.6830387
0,0,0,0,0,2,-87.0543672,39.125475
0,0,0,0,0,80,-86.5484989,38.7671667
0,0,0,0,0,6,-85.1623379,38.9509067
0,0,0,0,0,129,-87.6297459,37.9142237
0,0,0,0,0,0,-86.4873841,39.9443431
0,0,0,0,0,0,-86.4011865,39.0147985
0,0,0,0,0,0,-86.9325362,41.70464
0,0,0,0,0,1,-87.4511851,41.0474227
0,0,0,0,0,2,-91.6797963,40.7698922
0,0,0,0,0,2,-92.8864804,40.6527332
0,0,0,0,0,0,-93.1717427,40.8887105
0,0,0,0,0,0,-94.6426839,40.5712567
0,0,0,0,0,0,-95.1210189,40.6203037
0,0,0,0,0,2,-90.2964159,41.9751747
0,0,0,0,0,2,-91.2703838,41.5687389
0,0,0,0,0,0,-91.2514429,41.7290747
0,0,0,0,0,0,-92.3572989,41.8190707
0,0,0,0,0,0,-92.2602299,41.6735997
0,0,0,0,0,2,-93.103781,41.4022592
0,0,0,0,0,3,-93.6007149,41.6803757
0,0,0,0,0,1,-94.1444549,41.6586017
0,0,0,0,0,0,-94.0861889,41.7176327
0,0,0,0,0,0,-95.7265309,41.4483667
0,0,0,0,0,8,-95.3466186,41.1311292
0,0,0,0,0,11,-90.6070319,42.0435847
0,0,0,0,0,1,-91.6954359,42.2103447
0,0,0,0,0,7,-91.4172439,42.1986127
0,0,0,0,0,0,-92.4757027,42.4283168
0,0,0,0,0,0,-92.5335079,42.2393377
0,0,0,0,0,0,-93.8524963,42.9663334
0,0,0,0,0,0,-93.3290179,42.1521897
0,0,0,0,0,6,-94.5711599,42.0345317
0,0,0,0,0,17,-94.295246,42.6019638
0,0,0,0,0,0,-95.8791569,42.5326167
0,0,0,0,0,1,-95.7210459,42.6484757
0,0,0,0,0,10,-96.3743819,42.4902437
0,0,0,0,0,0,-91.8768028,43.0864727
0,0,0,0,0,120,-92.2585749,43.3492727
0,0,0,0,0,101,-93.5770949,43.0675927
0,0,0,0,0,52,-94.0095139,43.2388517
0,0,0,0,0,14,-95.5844739,43.0405217
0,0,0,0,0,63,-96.2756889,43.2574697
0,0,0,0,0,104,-95.1259581,40.6242636
0,0,0,0,0,0,-91.251362,41.7287592
0,0,0,0,0,14,-91.6956394,42.2119974
0,0,0,0,0,11,-93.3469609,42.1663807
0,0,0,0,0,1,-93.5769729,43.0675537
0,0,0,0,0,3,-94.9950424,37.0321381
0,0,0,0,0,4,-95.3249979,37.5148587
0,0,0,0,0,3,-95.5008159,37.8493327
0,0,0,0,0,30,-96.3936159,37.9847547
0,0,0,0,0,0,-96.2857509,38.0573017
0,0,0,0,0,0,-97.349158,37.3190352
0,0,0,0,0,0,-97.2582029,37.2322087
0,0,0,0,0,21,-98.8303289,37.9271847
0,0,0,0,0,6,-98.8298029,37.5142707
0,0,0,0,0,12,-99.7413179,37.1334087
0,0,0,0,0,28,-101.4316489,37.9589257
0,0,0,0,0,2,-94.8714265,38.8545319
0,0,0,0,0,67,-95.9097289,38.9715017
0,0,0,0,0,262,-95.8576087,38.5354618
0,0,0,0,0,62,-96.9002609,38.9939527
0,0,0,0,0,3,-96.5605733,38.3623234
0,0,0,0,0,5,-97.2984479,38.9447217
0,0,0,0,0,1,-97.1112208,39.0607981
0,0,0,0,0,0,-98.9776363,38.4636553
0,0,0,0,0,2,-98.0351929,38.5515107
0,0,0,0,0,46,-99.6617889,38.2040337
0,0,0,0,0,56,-99.4663929,38.8417547
0,0,0,0,0,242,-101.6508259,38.7278307
0,0,0,0,0,43,-100.3295925,39.5831024
0,0,0,0,0,299,-95.5671042,39.0805438
0,0,0,0,0,278,-95.5347369,39.251508
0,0,0,0,0,35,-96.8711409,39.9000807
0,0,0,0,0,6,-96.0269519,39.7690906
0,0,0,0,0,8,-97.0124144,39.9367553
0,0,0,0,0,28,-97.6123773,39.1902871
0,0,0,0,0,19,-98.7508415,39.3447742
0,0,0,0,0,88,-98.1009369,39.7262207
0,0,0,0,0,84,-99.2540059,39.7702227
0,0,0,0,0,61,-99.6464549,39.7266067
0,0,0,0,0,40,-100.4350879,37.3143937
0,0,0,0,0,112,-101.9689869,39.1767667
0,0,0,0,0,367,-96.1012279,37.3003447
0,0,0,0,0,80,-97.3687519,38.9147327
0,0,0,0,0,48,-98.100936,39.7262207
0,0,0,0,0,101,-94.7416989,37.3099157
0,0,0,0,0,123,-95.4488589,37.3690207
0,0,0,0,0,55,-96.4347911,37.7958024
0,0,0,0,0,15,-97.4634159,37.7959759
0,0,0,0,0,27,-98.8762205,37.8545464
0,0,0,0,0,21,-99.3855484,37.8256648
0,0,0,0,0,45,-100.8706786,37.8296057
0,0,0,0,0,71,-101.2492122,37.3880114
0,0,0,0,0,51,-94.6125164,38.215197
0,0,0,0,0,53,-95.1212223,38.680958
0,0,0,0,0,140,-96.9117521,38.5224225
0,0,0,0,0,2,-97.2078887,38.2039494
0,0,0,0,0,1,-98.7751403,38.6813229
0,0,0,0,0,13,-99.2348417,38.3193226
0,0,0,0,0,0,-100.7232236,38.4682058
0,0,0,0,0,9,-101.3590971,38.1914654
0,0,0,0,0,19,-95.2272709,39.7839097
0,0,0,0,0,0,-96.5297375,39.6529209
0,0,0,0,0,0,-97.8192021,39.5668011
0,0,0,0,0,11,-98.169444,39.5666667
0,0,0,0,0,141,-99.269502,39.3355726
0,0,0,0,0,49,-100.6458939,39.4951963
0,0,0,0,0,3,-101.727883,39.1195241
0,0,0,0,0,7,-98.1535799,39.5671077
0,0,0,0,0,0,-83.7017979,36.6082857
0,0,0,0,0,0,-88.8622638,36.9068375
0,0,0,0,0,18,-88.1808759,36.6896267
0,0,0,0,0,16,-87.9605863,36.792622
0,0,0,0,0,4,-87.0088713,36.664255
0,0,0,0,0,19,-86.6314152,36.9907469
0,0,0,0,0,0,-86.2041469,36.9336087
0,0,0,0,0,5,-85.7169959,36.8194377
0,0,0,0,0,1,-85.2699359,36.7007807
0,0,0,0,0,332,-84.9933879,36.6171577
0,0,0,0,0,45,-84.8339909,36.8211687
0,0,0,0,0,5,-89.0589229,36.8458967
0,0,0,0,0,3,-82.2017749,37.4455887
0,0,0,0,0,175,-82.7330699,37.8092597
0,0,0,0,0,80,-82.8572619,37.3539197
0,0,0,0,0,77,-83.9929579,37.4310467
0,0,0,0,0,4,-83.6101219,37.7613187
0,0,0,0,0,40,-83.7306599,37.5931367
0,0,0,0,0,4,-83.9410399,37.9925897
0,0,0,0,0,235,-84.5585649,37.8823347
0,0,0,0,0,54,-84.6612332,37.390468
0,0,0,0,0,48,-84.8112865,37.470864
0,0,0,0,0,1,-84.8137054,37.9849668
0,0,0,0,0,101,-85.7375639,37.5833107
0,0,0,0,0,53,-85.1284099,37.4126457
0,0,0,0,0,20,-85.0956126,37.9353872
0,0,0,0,0,243,-85.9128109,37.7896507
0,0,0,0,0,293,-86.1387677,37.2573275
0,0,0,0,0,30,-86.8961593,37.8199855
0,0,0,0,0,0,-86.2962376,37.5961302
0,0,0,0,0,155,-86.0179129,37.6179677
0,0,0,0,0,46,-87.0823369,37.2448427
0,0,0,0,0,30,-87.6776119,37.5933277
0,0,0,0,0,82,-87.5068449,37.1865197
0,0,0,0,0,207,-87.6947489,37.7163597
0,0,0,0,0,60,-88.3261579,37.3299427
0,0,0,0,0,1,-85.2054969,38.2768507
0,0,0,0,0,262,-85.5587469,38.4108577
0,0,0,0,0,60,-84.8237459,38.7213307
0,0,0,0,0,34,-84.1633637,38.4344957
0,0,0,0,0,22,-84.5727271,38.3791569
0,0,0,0,0,506,-84.027055,38.0304392
0,0,0,0,0,1,-84.0681929,38.1661827
0,0,0,0,0,184,-83.9295763,38.2051493
0,0,0,0,0,46,-83.0920869,38.4189637
0,0,0,0,0,30,-83.0511849,38.4666117
0,0,0,0,0,64,-86.3369279,36.9261037
0,0,0,0,0,44,-89.0413978,36.8621049
0,0,0,0,0,193,-82.201774,37.4455887
0,0,0,0,0,22,-82.8436466,37.731563
0,0,0,0,0,99,-83.5630719,37.7389457
0,0,0,0,0,72,-83.8,37.6333333
0,0,0,0,0,33,-83.9410257,37.9925553
0,0,0,0,0,72,-87.3322,37.2448
0,0,0,0,0,147,-85.7373309,37.5839876
0,0,0,0,0,16,-85.7117159,37.8249387
0,0,0,0,0,105,-87.331989,37.2446037
0,0,0,0,0,0,-87.6771392,37.592793
0,0,0,0,0,132,-87.3525878,37.1070839
0,0,0,0,0,126,-85.2042619,38.2698117
0,0,0,0,0,96,-83.0919895,38.4235754
0,0,0,0,0,12,-82.9964384,38.4390546
0,0,0,0,0,14,-82.733069,37.8092597
0,0,0,0,0,171,-86.0487853,37.2174545
0,0,0,0,0,35,-86.06173,37.25567
0,0,0,0,0,7,-89.9627919,29.6873267
0,0,0,0,0,25,-89.6019899,29.3825447
0,0,0,0,0,113,-90.9214239,29.9029097
0,0,0,0,0,36,-90.0971379,29.6921337
0,0,0,0,0,6,-91.2167209,29.9075617
0,0,0,0,0,11,-92.8109049,29.7375687
0,0,0,0,0,73,-93.1346739,29.8271777
0,0,0,0,0,15,-89.8977049,30.2797337
0,0,0,0,0,96,-90.5110779,30.7018587
0,0,0,0,0,46,-90.2491541,30.8801251
0,0,0,0,0,6,-91.8208203,30.0641124
0,0,0,0,0,8,-91.5109166,30.8692521
0,0,0,0,0,18,-92.4323199,30.6522117
0,0,0,0,0,119,-92.4607919,30.7607257
0,0,0,0,0,87,-93.3426979,30.0082047
0,0,0,0,0,15,-93.3184289,30.8315727
0,0,0,0,0,3,-91.6715765,31.1887275
0,0,0,0,0,78,-91.4440435,31.9792958
0,0,0,0,0,277,-92.963258,31.5639297
0,0,0,0,0,64,-92.29532,31.46457
0,0,0,0,0,348,-93.0409919,31.5890857
0,0,0,0,0,191,-93.1721339,31.0143597
0,0,0,0,0,51,-91.7299813,32.7618191
0,0,0,0,0,354,-91.6538661,32.3944346
0,0,0,0,0,103,-92.3123249,32.2555287
0,0,0,0,0,167,-92.6215889,32.4602687
0,0,0,0,0,162,-93.9744951,32.0735964
0,0,0,0,0,57,-93.5151899,32.5629047
0,0,0,0,0,9,-90.5866389,29.5476317
0,0,0,0,0,108,-91.8769586,29.7156229
0,0,0,0,0,1,-92.2329247,29.8458497
0,0,0,0,0,42,-90.7326251,30.8571966
0,0,0,0,0,71,-91.5101169,30.3986037
0,0,0,0,0,19,-92.4508969,30.0808747
0,0,0,0,0,18,-92.0510279,31.8183596
0,0,0,0,0,79,-93.5736839,31.6692857
0,0,0,0,0,13,-91.4269719,32.4856776
0,0,0,0,0,14,-92.2805719,32.9513707
0,0,0,0,0,150,-93.5492639,32.7507567
0,0,0,0,0,126,-90.99072,29.6872546
0,0,0,0,0,224,-91.9569658,29.9842321
0,0,0,0,0,7,-92.5966809,29.9956057
0,0,0,0,0,62,-90.9416869,30.2694157
0,0,0,0,0,101,-91.1039109,30.9782167
0,0,0,0,0,79,-92.2865819,30.4219427
0,0,0,0,0,18,-93.1678412,30.4099932
0,0,0,0,0,6,-91.5965299,31.7369095
0,0,0,0,0,14,-92.3835537,32.0001519
0,0,0,0,0,177,-93.6603126,31.4575093
0,0,0,0,0,2,-91.2622069,32.8550727
0,0,0,0,0,10,-92.5649569,32.9745407
0,0,0,0,0,6,-93.2537839,32.1111307
0,0,0,0,0,151,-89.9669461,29.6924898
0,0,0,0,0,180,-89.9634259,29.2604957
0,0,0,0,0,0,-90.5588309,29.7559597
0,0,0,0,0,118,-91.2072539,29.6995057
0,0,0,0,0,2,-93.0158239,29.7706489
0,0,0,0,0,8,-93.4015838,29.8912193
0,0,0,0,0,54,-89.8451159,30.2696907
0,0,0,0,0,0,-92.4323269,30.6521557
0,0,0,0,0,97,-92.4280699,30.7653597
0,0,0,0,0,0,-92.963258,31.5639297
0,0,0,0,0,28,-93.0419379,31.5880367
0,0,0,0,0,15,-93.4958419,31.0660928
0,0,0,0,0,19,-91.627441,32.551556
0,0,0,0,0,10,-91.65069,32.385442
0,0,0,0,0,24,-92.3460469,32.3059287
0,0,0,0,0,10,-93.482775,32.5540378
0,0,0,0,0,0,-93.5734938,31.6696396
0,0,0,0,0,0,-92.2696438,32.9487841
0,0,0,0,0,21,-93.5489809,32.7507357
0,0,0,0,0,0,-93.015843,29.7708689
0,0,0,0,0,0,-93.401584,29.8912193
0,0,0,0,0,0,-89.8453979,30.2700817
0,0,0,0,0,0,-92.4277339,30.7662977
0,0,0,0,0,0,-93.1474655,31.4823534
0,0,0,0,0,0,-93.5489809,32.7507357
0,0,0,0,0,0,-93.4321508,32.5862893
0,0,0,0,0,0,-92.1260979,32.0511467
0,0,0,0,0,0,-91.5183169,32.9737057
0,0,0,0,0,0,-93.4428329,31.9877557
0,0,0,0,0,0,-92.8142323,31.9552681
0,0,0,0,0,0,-91.9109869,31.9003707
0,0,0,0,0,0,-93.5869866,30.161849
0,0,0,0,0,0,-92.962092,30.2754072
0,0,0,0,0,0,-91.2112109,30.4743657
0,0,0,0,0,0,-90.0539617,30.576773
0,0,0,0,0,0,-92.3067829,29.5532551
0,0,0,0,0,0,-91.2220645,29.7220402
0,0,0,0,0,0,-90.8848668,29.8179575
0,0,0,0,0,0,-92.4290319,30.7543807
0,0,0,0,0,0,-92.814232,31.9552681
0,0,0,0,0,0,-93.586986,30.161849
0,0,0,0,0,0,-90.146244,30.832203
0,0,0,0,0,0,-92.30674,29.55323
0,0,0,0,0,0,-92.4277429,30.7662177
0,0,0,0,0,0,-92.4192879,30.8788377
0,0,0,0,0,0,-92.3128589,30.8024577
0,0,0,0,0,0,-91.1957095,30.4128796
0,0,0,0,0,0,-91.366531,32.3123624
0,0,0,0,0,0,-91.6352162,30.3686157
0,0,0,0,0,0,-91.1801812,30.4157544
0,0,0,0,0,0,-135.80258,67.18229
0,0,0,0,0,0,-134.87009,67.34099
0,0,0,0,0,0,-133.7623,67.4588
0,0,0,0,0,0,-133.49286,68.08846
0,0,0,0,0,0,-114.43797,62.26959
0,0,0,0,0,0,-115.08778,62.56088
0,0,0,0,0,0,-114.18089,62.52539
0,0,0,0,0,0,-117.44669,61.39831
0,0,0,0,0,0,-112.77347,60.04818
0,0,0,0,0,0,-121.23765,61.44489
0,0,0,0,0,0,-123.3158,60.30449
0,0,0,0,0,0,-126.83483,65.29336
0,0,0,0,0,0,-93.9836699,61.0963506
0,0,0,0,0,0,-125.6581,64.90354
0,0,0,0,0,0,-110.20606,64.54431
0,0,0,0,0,0,-121.32462,61.83258
0,0,0,0,0,0,-122.52741,62.15234
0,0,0,0,0,0,-118.719338,61.091205
0,0,0,0,0,0,-123.56614,63.37122
0,0,0,0,0,0,-119.846225,61.144834
0,0,0,0,0,0,-116.140967,60.558
