brsp,gtto,lasp,sags,sath,vesp,x,y
0,0,0,0,0,0,-76.5142379,39.0378914
0,0,0,0,0,0,-76.6695275,38.9888945
0,0,0,0,0,0,-76.8166667,38.7166667
0,0,0,0,0,0,-76.5507449,38.4092014
0,0,0,0,0,0,-76.5743599,38.5019497
0,0,0,0,0,0,-75.5666203,38.3003961
0,0,0,0,0,0,-75.1181628,38.3112181
0,0,0,0,0,0,-75.4112061,38.2015289
0,0,0,0,0,0,-76.52063,39.63115
0,0,0,0,0,0,-75.9675598,39.3831701
0,0,0,0,0,0,-76.1867354,39.7137925
0,0,0,0,0,0,-75.8297729,39.6080957
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-76.935,39.41
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-75.91,39.35
0,0,0,0,0,0,-76.842481,39.9229137
0,0,0,0,0,0,-70.1656255,41.750876
0,0,0,0,0,0,-70.6892109,41.3623417
0,0,0,0,0,0,-70.7712211,41.7147936
0,0,0,0,0,0,-70.0406049,41.9783157
0,0,0,0,0,0,-71.0799209,41.9386087
0,0,0,0,0,0,-70.8662472,42.0823387
0,0,0,0,0,0,-70.8188944,42.8153398
0,0,0,0,0,0,-71.4311953,42.4344551
0,0,0,0,0,0,-71.5305739,42.5199697
0,0,0,0,0,0,-71.8990443,42.1503703
0,0,0,0,0,0,-71.118451,42.0067334
0,0,0,0,0,0,-71.8845479,42.4676307
0,0,0,0,0,0,-71.6344439,42.6459177
0,0,0,0,0,0,-72.3589728,42.2697823
0,0,0,0,0,0,-72.5144094,42.2307416
0,0,0,0,0,0,-72.0992679,42.3839807
0,0,0,0,0,0,-72.2798896,42.6138086
0,0,0,0,0,0,-72.9055765,42.4645579
0,0,0,0,0,0,-72.8474923,42.3761743
0,0,0,0,0,0,-73.2225169,42.5757027
0,0,0,0,0,0,-73.1828649,42.4161992
0,0,0,0,0,0,-73.4616041,42.1220511
0,0,0,0,0,0,-70.7828989,41.3440727
0,0,0,0,0,0,-70.040604,41.9783157
0,0,0,0,0,0,-71.8486346,42.4447746
0,0,0,0,0,0,-71.0882199,42.6223798
0,0,0,0,0,0,-72.514409,42.2307416
0,0,0,0,0,0,-73.3017328,42.5582487
0,0,0,0,0,0,-72.1014521,42.4730445
0,0,0,0,0,0,-69.967524,41.8518925
0,0,0,0,0,0,-89.3135462,46.8708967
0,0,0,0,0,0,-89.5588862,46.6630819
0,0,0,0,0,0,-89.6936659,46.4189747
0,0,0,0,0,0,-88.3459559,47.1191407
0,0,0,0,0,0,-88.3744415,46.1592602
0,0,0,0,0,0,-88.3398026,46.6434788
0,0,0,0,0,0,-88.159086,46.0873471
0,0,0,0,0,0,-88.7363589,46.2388167
0,0,0,0,0,0,-87.1371679,46.3041157
0,0,0,0,0,0,-87.7825469,46.3252627
0,0,0,0,0,0,-87.8440118,46.5791318
0,0,0,0,0,0,-87.4492339,45.6475737
0,0,0,0,0,0,-87.6147779,45.8394617
0,0,0,0,0,0,-86.3861779,46.3573017
0,0,0,0,0,0,-86.2594019,46.3459485
0,0,0,0,0,0,-86.7090609,45.9415397
0,0,0,0,0,0,-86.1283614,44.4308
0,0,0,0,0,0,-86.2186454,43.9040607
0,0,0,0,0,0,-86.2366709,43.4369027
0,0,0,0,0,0,-86.0308829,42.0832547
0,0,0,0,0,0,-86.1296892,42.5137079
0,0,0,0,0,0,-86.5500939,41.8738037
0,0,0,0,0,0,-85.7410523,46.6724597
0,0,0,0,0,0,-85.2062669,46.6107147
0,0,0,0,0,0,-85.3837115,46.1439425
0,0,0,0,0,0,-85.1711649,45.0543537
0,0,0,0,0,0,-85.1345507,44.2802984
0,0,0,0,0,0,-85.8030999,44.1177837
0,0,0,0,0,0,-85.3516521,44.8226403
0,0,0,0,0,0,-85.8092359,44.7826247
0,0,0,0,0,0,-85.4259649,43.7075427
0,0,0,0,0,0,-85.134166,42.5960376
0,0,0,0,0,0,-85.8872149,43.0602167
0,0,0,0,0,0,-85.1933829,43.1120407
0,0,0,0,0,0,-85.4136135,42.2526585
0,0,0,0,0,0,-85.7234329,42.0493317
0,0,0,0,0,0,-85.8399439,42.6383227
0,0,0,0,0,0,-85.1256579,43.5961937
0,0,0,0,0,0,-85.7505398,41.7653686
0,0,0,0,0,0,-84.7918605,46.3398246
0,0,0,0,0,0,-84.3634339,46.2155937
0,0,0,0,0,0,-84.5908579,45.6460027
0,0,0,0,0,0,-84.9830619,45.2641777
0,0,0,0,0,0,-84.0062419,45.1017647
0,0,0,0,0,0,-84.5561649,44.0897553
0,0,0,0,0,0,-84.8663789,44.7521407
0,0,0,0,0,0,-84.2523673,44.8411714
0,0,0,0,0,0,-84.4865949,44.0453127
0,0,0,0,0,0,-84.1150501,43.3437119
0,0,0,0,0,0,-84.4869421,43.72725
0,0,0,0,0,0,-84.5235839,43.1829747
0,0,0,0,0,0,-84.6600329,43.0899857
0,0,0,0,0,0,-84.1820229,42.7647917
0,0,0,0,0,0,-84.5428779,42.6259987
0,0,0,0,0,0,-84.8081892,42.1013065
0,0,0,0,0,0,-84.1687459,42.5834987
0,0,0,0,0,0,-83.9934149,41.9189847
0,0,0,0,0,0,-84.4196082,41.8177964
0,0,0,0,0,0,-83.4954069,45.1623677
0,0,0,0,0,0,-83.7543039,44.9223577
0,0,0,0,0,0,-83.6808466,44.3339914
0,0,0,0,0,0,-83.6079249,44.8592887
0,0,0,0,0,0,-83.4224989,43.3504847
0,0,0,0,0,0,-83.2673559,43.7291437
0,0,0,0,0,0,-83.2551709,43.2370857
0,0,0,0,0,0,-83.6658459,42.4612927
0,0,0,0,0,0,-83.8591389,42.4919647
0,0,0,0,0,0,-83.3726279,42.6899837
0,0,0,0,0,0,-83.0503779,42.3992827
0,0,0,0,0,0,-82.674596,43.5141478
0,0,0,0,0,0,-82.8983389,43.6676047
0,0,0,0,0,0,-82.6340339,42.7983457
0,0,0,0,0,0,-82.8972629,42.6584657
0,0,0,0,0,0,-86.70906,45.9415397
0,0,0,0,0,0,-85.1220656,44.9421489
0,0,0,0,0,0,-85.8031169,44.1177897
0,0,0,0,0,0,-85.8092719,44.7826407
0,0,0,0,0,0,-85.4353239,43.7069417
0,0,0,0,0,0,-85.193661,43.1119365
0,0,0,0,0,0,-84.9831944,45.2643001
0,0,0,0,0,0,-84.9695693,44.8194449
0,0,0,0,0,0,-83.6078119,44.8590077
0,0,0,0,0,0,-83.2549351,43.2370751
0,0,0,0,0,0,-83.1776269,42.7553807
0,0,0,0,0,0,-83.8067849,42.4424947
0,0,0,0,0,0,-83.3724184,42.6793387
0,0,0,0,0,0,-82.5527429,42.7806417
0,0,0,0,0,0,-85.8088908,44.7824305
0,0,0,0,0,0,-83.8064798,42.442593
0,0,0,0,0,0,-85.4057859,43.7144577
0,0,0,0,0,0,-89.0722649,46.1975227
0,0,0,0,0,0,-84.7221109,46.2449441
0,0,0,0,0,0,-85.0629852,46.4808218
0,0,0,0,0,0,-84.8063279,46.3310416
0,0,0,0,0,0,-86.4515529,41.8849487
0,0,0,0,0,0,-86.0117659,46.3159077
0,0,0,0,0,0,-86.0738369,42.6234117
0,0,0,0,0,0,-88.7300039,46.5066027
0,0,0,0,0,0,-85.7452919,42.3487507
0,0,0,0,0,0,-85.4654859,42.5738567
0,0,0,0,0,0,-86.7691831,46.376829
0,0,0,0,0,0,-86.8324562,46.327449
0,0,0,0,0,0,-86.8315043,46.153578
0,0,0,0,0,0,-86.605539,46.2484302
0,0,0,0,0,0,-86.455237,46.0094706
0,0,0,0,0,0,-85.4654859,42.5738567
0,0,0,0,0,0,-91.6904455,43.8139858
0,0,0,0,0,0,-92.0912443,43.8977022
0,0,0,0,0,0,-93.4993444,43.8179682
0,0,0,0,0,0,-94.287449,43.7677899
0,0,0,0,0,0,-95.9840909,43.9353187
0,0,0,0,0,0,-96.1830378,43.5872765
0,0,0,0,0,0,-92.2705246,44.2229204
0,0,0,0,0,0,-93.3337301,44.6596006
0,0,0,0,0,0,-93.4716124,44.9718866
0,0,0,0,0,0,-94.0314709,44.6299537
0,0,0,0,0,0,-94.3011859,44.3009187
0,0,0,0,0,0,-95.1992649,44.5288767
0,0,0,0,0,0,-95.4525129,44.9630107
0,0,0,0,0,0,-96.0833142,44.9793225
0,0,0,0,0,0,-93.8828669,45.6049323
0,0,0,0,0,0,-93.4714512,45.1025755
0,0,0,0,0,0,-94.196858,45.1642488
0,0,0,0,0,0,-94.2849051,45.7028381
0,0,0,0,0,0,-95.6548459,45.1659077
0,0,0,0,0,0,-95.432057,45.0215533
0,0,0,0,0,0,-96.0968314,45.5499007
0,0,0,0,0,0,-92.6394206,46.704186
0,0,0,0,0,0,-93.8074399,46.2421178
0,0,0,0,0,0,-93.6014381,46.3671876
0,0,0,0,0,0,-94.5135819,46.8020456
0,0,0,0,0,0,-94.3443985,46.7329145
0,0,0,0,0,0,-95.9888795,46.4410069
0,0,0,0,0,0,-95.4769368,46.7456606
0,0,0,0,0,0,-96.6109471,46.9200866
0,0,0,0,0,0,-96.4727186,46.0800609
0,0,0,0,0,0,-89.9767373,47.9338065
0,0,0,0,0,0,-90.703063,47.7313654
0,0,0,0,0,0,-91.5398453,47.7051868
0,0,0,0,0,0,-91.8050812,47.0678994
0,0,0,0,0,0,-92.9862729,47.0684835
0,0,0,0,0,0,-92.9913092,47.5952985
0,0,0,0,0,0,-93.6189603,47.3400313
0,0,0,0,0,0,-93.1946352,47.6168332
0,0,0,0,0,0,-94.3015209,47.3145457
0,0,0,0,0,0,-94.8854299,47.5989877
0,0,0,0,0,0,-95.8371369,47.7638545
0,0,0,0,0,0,-95.118355,47.7910956
0,0,0,0,0,0,-96.6336288,47.5136293
0,0,0,0,0,0,-96.3099816,47.9052911
0,0,0,0,0,0,-92.4914447,48.2729265
0,0,0,0,0,0,-93.5511929,48.2863627
0,0,0,0,0,0,-94.9927589,48.9594807
0,0,0,0,0,0,-94.5534156,48.2658023
0,0,0,0,0,0,-95.6360169,48.0787087
0,0,0,0,0,0,-95.5729652,48.3032362
0,0,0,0,0,0,-96.0733136,48.7823598
0,0,0,0,0,0,-96.5804121,48.818007
0,0,0,0,0,0,-91.2948909,43.5007917
0,0,0,0,0,0,-92.5292739,43.6016207
0,0,0,0,0,0,-93.0194666,43.6884582
0,0,0,0,0,0,-94.307851,43.5872553
0,0,0,0,0,0,-95.7747889,43.5869507
0,0,0,0,0,0,-92.3452484,44.5207119
0,0,0,0,0,0,-93.7073028,44.4856298
0,0,0,0,0,0,-94.8515103,44.5014836
0,0,0,0,0,0,-95.6751884,44.3555717
0,0,0,0,0,0,-96.1645301,44.1388547
0,0,0,0,0,0,-93.0208129,45.9187187
0,0,0,0,0,0,-94.8259589,45.2573787
0,0,0,0,0,0,-95.2156759,45.5994247
0,0,0,0,0,0,-96.1336199,45.6583777
0,0,0,0,0,0,-92.7409299,46.5918377
0,0,0,0,0,0,-93.0960859,46.3901207
0,0,0,0,0,0,-94.1041272,46.3731723
0,0,0,0,0,0,-95.8646727,46.1225194
0,0,0,0,0,0,-90.8706119,47.7885297
0,0,0,0,0,0,-91.342574,47.5532344
0,0,0,0,0,0,-92.0002907,47.7622203
0,0,0,0,0,0,-93.9058145,47.7963921
0,0,0,0,0,0,-94.0772169,47.5569137
0,0,0,0,0,0,-95.5935279,47.4325657
0,0,0,0,0,0,-96.5804582,47.4408422
0,0,0,0,0,0,-92.5689762,48.30338
0,0,0,0,0,0,-93.3426069,48.1329177
0,0,0,0,0,0,-94.950061,48.4244641
0,0,0,0,0,0,-95.3086167,48.7854856
0,0,0,0,0,0,-96.3165607,48.7754769
0,0,0,0,0,0,-92.091025,43.89763
0,0,0,0,0,0,-94.4892239,47.2878002
0,0,0,0,0,0,-94.885001,47.5992113
0,0,0,0,0,0,-93.3426069,48.1329177
0,0,0,0,0,0,-93.7211369,45.5088447
0,0,0,0,0,0,-95.5729459,47.0742867
0,0,0,0,0,0,-91.9895539,44.0565767
0,0,0,0,0,0,-96.4527912,45.2773329
0,0,0,0,0,0,-91.5214539,31.2145337
0,0,0,0,0,0,-91.3943546,31.3905325
0,0,0,0,0,0,-90.4577249,34.5002597
0,0,0,0,0,0,-90.4443729,34.8108067
0,0,0,0,0,0,-90.0971252,33.2231312
0,0,0,0,0,0,-90.1935199,32.8000347
0,0,0,0,0,0,-90.6941829,33.2124607
0,0,0,0,0,0,-90.5715029,32.1085617
0,0,0,0,0,0,-90.5987079,31.5016917
0,0,0,0,0,0,-91.0571174,31.7099007
0,0,0,0,0,0,-89.8251049,34.9619827
0,0,0,0,0,0,-89.8113619,34.8019937
0,0,0,0,0,0,-89.3630129,33.6560067
0,0,0,0,0,0,-89.7223899,33.6380917
0,0,0,0,0,0,-89.4857109,32.3251307
0,0,0,0,0,0,-89.1019294,32.5602847
0,0,0,0,0,0,-89.8130614,31.603808
0,0,0,0,0,0,-89.8256369,31.2358314
0,0,0,0,0,0,-89.5143049,30.9442487
0,0,0,0,0,0,-89.7137542,30.7939126
0,0,0,0,0,0,-88.5438689,34.9746087
0,0,0,0,0,0,-88.5977339,34.2998857
0,0,0,0,0,0,-88.6241136,33.1507326
0,0,0,0,0,0,-88.4929289,32.8336097
0,0,0,0,0,0,-88.6571809,33.8691757
0,0,0,0,0,0,-88.9270272,32.5003056
0,0,0,0,0,0,-88.7900629,31.2334957
0,0,0,0,0,0,-88.5298989,31.6890917
0,0,0,0,0,0,-88.6519849,30.3885217
0,0,0,0,0,0,-88.7684399,30.8158367
0,0,0,0,0,0,-89.3435859,31.7258462
0,0,0,0,0,0,-89.8675417,32.5813361
0,0,0,0,0,0,-90.1565225,31.5323896
0,0,0,0,0,0,-91.11808,33.6053333
0,0,0,0,0,0,-90.749474,32.1287076
0,0,0,0,0,0,-90.8809066,32.4505861
0,0,0,0,0,0,-89.2701391,31.0534826
0,0,0,0,0,0,-89.1031668,33.1294539
0,0,0,0,0,0,-89.6794343,34.1629417
0,0,0,0,0,0,-90.7664328,33.9667056
0,0,0,0,0,0,-89.1849649,34.3507798
0,0,0,0,0,0,-88.1386101,34.6420194
0,0,0,0,0,0,-90.574498,31.0239867
0,0,0,0,0,0,-91.5470139,31.0878235
0,0,0,0,0,0,-90.4983459,34.4218377
0,0,0,0,0,0,-90.097125,33.2231312
0,0,0,0,0,0,-89.6888585,34.9641831
0,0,0,0,0,0,-89.3902589,33.5589457
0,0,0,0,0,0,-89.5109799,30.6193407
0,0,0,0,0,0,-88.5,32.8
0,0,0,0,0,0,-88.7825559,30.5101687
0,0,0,0,0,0,-90.097125,33.2231312
0,0,0,0,0,0,-88.4874274,32.8330316
0,0,0,0,0,0,-88.7992689,30.4987757
0,0,0,0,0,0,-91.2068399,31.3793177
0,0,0,0,0,0,-89.2120306,31.9621774
0,0,0,0,0,0,-88.7854619,32.4750637
0,0,0,0,0,0,-90.721818,32.6458127
0,0,0,0,0,0,-90.1416549,33.7693377
0,0,0,0,0,0,-90.1939619,33.9855857
0,0,0,0,0,0,-89.6124889,33.7956097
0,0,0,0,0,0,-91.05911,31.84267
0,0,0,0,0,0,-90.30616,32.35975
0,0,0,0,0,0,-90.27754,32.37442
0,0,0,0,0,0,-89.61418,32.92994
0,0,0,0,0,0,-89.13321,33.56245
0,0,0,0,0,0,-88.86494,34.08999
0,0,0,0,0,0,-88.81929,34.15009
0,0,0,0,0,0,-90.6744,32.38947
0,0,0,0,0,0,-90.89045,32.282286
0,0,0,0,0,0,-90.84771,32.34472
0,0,0,0,0,0,-90.589471,32.7304133
0,0,0,0,0,0,-90.901184,33.6867588
0,0,0,0,0,0,-90.998086,33.09059
0,0,0,0,0,0,-90.043274,32.0948643
0,0,0,0,0,0,-89.2477946,36.8252566
0,0,0,0,0,0,-90.7479869,36.5936897
0,0,0,0,0,0,-91.6865341,36.8637267
0,0,0,0,0,0,-92.5003493,36.857026
0,0,0,0,0,0,-93.9101019,36.6608617
0,0,0,0,0,0,-94.2388636,36.5642282
0,0,0,0,0,0,-89.526555,37.3066269
0,0,0,0,0,0,-90.3074923,37.2598585
0,0,0,0,0,0,-90.6780689,37.6502657
0,0,0,0,0,0,-91.5529269,37.3759607
0,0,0,0,0,0,-91.4239279,37.9039787
0,0,0,0,0,0,-92.0354011,37.7511032
0,0,0,0,0,0,-92.9258039,37.5143127
0,0,0,0,0,0,-93.513291,37.4542087
0,0,0,0,0,0,-93.8518459,37.7705887
0,0,0,0,0,0,-94.1191991,37.1404034
0,0,0,0,0,0,-90.9840159,38.5176867
0,0,0,0,0,0,-91.9847259,38.0833137
0,0,0,0,0,0,-91.6100939,38.9160367
0,0,0,0,0,0,-92.900614,38.2794376
0,0,0,0,0,0,-92.434843,38.5860411
0,0,0,0,0,0,-93.2213989,38.4465267
0,0,0,0,0,0,-93.8401499,38.1949807
0,0,0,0,0,0,-94.1129899,38.9606177
0,0,0,0,0,0,-91.556756,39.6396973
0,0,0,0,0,0,-91.6029119,39.7354717
0,0,0,0,0,0,-92.1893609,39.4571477
0,0,0,0,0,0,-92.5567869,39.4294496
0,0,0,0,0,0,-93.8041794,39.3300772
0,0,0,0,0,0,-93.7397839,39.4087287
0,0,0,0,0,0,-94.0632469,39.7275367
0,0,0,0,0,0,-94.6654829,39.6539807
0,0,0,0,0,0,-91.7164609,40.4712817
0,0,0,0,0,0,-92.4966959,40.0661717
0,0,0,0,0,0,-93.5563439,40.0903817
0,0,0,0,0,0,-94.8528289,40.0768697
0,0,0,0,0,0,-95.2344749,40.4658297
0,0,0,0,0,0,-90.5490559,36.9623781
0,0,0,0,0,0,-90.9894119,36.7289917
0,0,0,0,0,0,-92.9744729,36.6429207
0,0,0,0,0,0,-93.3981849,36.8802807
0,0,0,0,0,0,-89.8075467,37.2408609
0,0,0,0,0,0,-90.0763459,37.6791707
0,0,0,0,0,0,-91.0309594,37.5165109
0,0,0,0,0,0,-92.8345789,37.3383177
0,0,0,0,0,0,-91.8060379,38.3512407
0,0,0,0,0,0,-92.5999229,38.1619747
0,0,0,0,0,0,-91.1438533,39.1033113
0,0,0,0,0,0,-93.1267409,39.7948327
0,0,0,0,0,0,-94.5010299,39.3970207
0,0,0,0,0,0,-92.5154419,40.1681387
0,0,0,0,0,0,-94.1422189,40.1002567
0,0,0,0,0,0,-95.0331182,40.025462
0,0,0,0,0,0,-90.6467484,37.6701567
0,0,0,0,0,0,-92.035401,37.751103
0,0,0,0,0,0,-90.9431139,38.4847567
0,0,0,0,0,0,-93.2211229,38.4464167
0,0,0,0,0,0,-94.1050404,38.6698532
0,0,0,0,0,0,-91.2159803,39.5296983
0,0,0,0,0,0,-93.7397839,39.4087287
0,0,0,0,0,0,-94.0662299,39.7131417
0,0,0,0,0,0,-91.7164602,40.4712811
0,0,0,0,0,0,-94.8524242,40.0840684
0,0,0,0,0,0,-95.2344499,40.4657727
0,0,0,0,0,0,-95.488087,40.510921
0,0,0,0,0,0,-94.201898,40.172626
0,0,0,0,0,0,-93.338346,40.466853
0,0,0,0,0,0,-92.554325,40.402616
0,0,0,0,0,0,-91.823103,40.583201
0,0,0,0,0,0,-94.944187,39.439109
0,0,0,0,0,0,-93.665217,39.195858
0,0,0,0,0,0,-92.547115,39.026638
0,0,0,0,0,0,-91.815904,39.832371
0,0,0,0,0,0,-90.890831,39.225067
0,0,0,0,0,0,-94.282506,38.645253
0,0,0,0,0,0,-93.469628,38.372932
0,0,0,0,0,0,-92.36526,38.322228
0,0,0,0,0,0,-91.253776,38.454195
0,0,0,0,0,0,-90.569852,38.408802
0,0,0,0,0,0,-94.040652,37.537148
0,0,0,0,0,0,-93.726898,37.396993
0,0,0,0,0,0,-92.441823,37.937149
0,0,0,0,0,0,-91.266667,37.953767
0,0,0,0,0,0,-90.558115,37.671966
0,0,0,0,0,0,-89.528728,37.039352
0,0,0,0,0,0,-94.350659,36.995397
0,0,0,0,0,0,-93.105827,36.536803
0,0,0,0,0,0,-92.831149,36.584782
0,0,0,0,0,0,-91.824506,36.56879
0,0,0,0,0,0,-90.248525,36.119345
0,0,0,0,0,0,-89.663654,36.125139
0,0,0,0,0,0,-92.154503,37.618747
0,0,0,0,0,0,-90.9431079,38.4856457
0,0,0,0,0,0,-90.9431159,38.4847647
0,0,0,0,0,0,-114.4619289,48.1080187
0,0,0,0,0,0,-106.5334326,48.2045751
0,0,0,0,0,0,-115.1044549,47.2997227
0,0,0,0,0,0,-113.9489899,47.1824757
0,0,0,0,0,0,-114.4626919,46.9175377
0,0,0,0,0,0,-113.6681583,46.7236933
0,0,0,0,0,0,-104.4950949,46.1128407
0,0,0,0,0,0,-115.17429,47.6497425
0,0,0,0,0,0,-114.3938692,47.0312302
0,0,0,0,0,0,-114.1345589,47.6601727
0,0,0,0,0,0,-114.8109307,46.9078696
0,0,0,0,0,0,-113.8339539,46.0502147
0,0,0,0,0,0,-115.5453879,47.8265037
0,0,0,0,0,0,-113.41292,48.808387
0,0,0,0,0,0,-113.8492175,46.0090781
0,0,0,0,0,0,-108.1998,46.8267
0,0,0,0,0,0,-114.1929772,48.6986692
0,0,0,0,0,0,-113.5308299,48.6915527
0,0,0,0,0,0,-114.1724926,46.3310791
0,0,0,0,0,0,-113.589985,46.7256818
0,0,0,0,0,0,-113.2233429,46.7003077
0,0,0,0,0,0,-113.2372617,47.0307201
0,0,0,0,0,0,-113.237261,47.0307201
0,0,0,0,0,0,-95.7947529,40.5520447
0,0,0,0,0,0,-96.0668798,40.4650912
0,0,0,0,0,0,-96.4070669,40.0734217
0,0,0,0,0,0,-97.5577459,40.2199177
0,0,0,0,0,0,-97.1583399,40.8872417
0,0,0,0,0,0,-98.6673129,40.6184587
0,0,0,0,0,0,-98.8760679,40.6406757
0,0,0,0,0,0,-99.5023032,40.9376453
0,0,0,0,0,0,-99.9683619,40.3070527
0,0,0,0,0,0,-100.2510124,40.1757846
0,0,0,0,0,0,-101.2298429,40.0025497
0,0,0,0,0,0,-96.1391528,41.1764063
0,0,0,0,0,0,-96.08125,41.34351
0,0,0,0,0,0,-97.3498079,41.1630727
0,0,0,0,0,0,-97.1945039,41.4820177
0,0,0,0,0,0,-98.6840139,41.9187247
0,0,0,0,0,0,-98.0363319,41.8865107
0,0,0,0,0,0,-99.6487049,41.8425077
0,0,0,0,0,0,-99.7141019,41.1189127
0,0,0,0,0,0,-101.2702409,41.1634457
0,0,0,0,0,0,-96.7354923,42.1915702
0,0,0,0,0,0,-97.9539527,42.6988061
0,0,0,0,0,0,-97.1347279,42.1849007
0,0,0,0,0,0,-98.5988124,42.7695353
0,0,0,0,0,0,-98.6769859,42.6534207
0,0,0,0,0,0,-99.4624293,42.021567
0,0,0,0,0,0,-99.9988861,42.5928366
0,0,0,0,0,0,-100.5366606,42.6521647
0,0,0,0,0,0,-100.0548479,41.1770247
0,0,0,0,0,0,-102.2045289,42.7324127
0,0,0,0,0,0,-100.4720309,40.9946407
0,0,0,0,0,0,-101.5499949,40.0572037
0,0,0,0,0,0,-100.7705095,41.7218051
0,0,0,0,0,0,-101.7086419,41.4342597
0,0,0,0,0,0,-102.4579398,41.7858723
0,0,0,0,0,0,-100.5364229,42.2888847
0,0,0,0,0,0,-101.0465689,42.0059106
0,0,0,0,0,0,-102.7815019,42.1806217
0,0,0,0,0,0,-103.5836566,42.607185
0,0,0,0,0,0,-96.4074068,40.0735636
0,0,0,0,0,0,-98.7032699,41.9425827
0,0,0,0,0,0,-99.4989389,41.1258697
0,0,0,0,0,0,-97.134886,42.1847772
0,0,0,0,0,0,-103.6599064,42.2789651
0,0,0,0,0,0,-96.388121,40.088258
0,0,0,0,0,0,-103.875342,42.9298442
0,0,0,0,0,0,-102.9147494,42.7519425
0,0,0,0,0,0,-118.3329159,40.4792817
0,0,0,0,0,0,-118.3101189,39.2738067
0,0,0,0,0,0,-116.7617883,36.9072027
0,0,0,0,0,0,-115.2569349,36.9884637
0,0,0,0,0,0,-114.7610923,36.5012519
0,0,0,0,0,0,-114.7110604,35.7087118
0,0,0,0,0,0,-119.84621,39.0037402
0,0,0,0,0,0,-117.63395,37.7555048
0,0,0,0,0,0,-114.5220782,37.6097121
0,0,0,0,0,0,-119.26666,39.3
0,0,0,0,0,0,-68.26669,47.57378
0,0,0,0,0,0,-68.71072,47.26541
0,0,0,0,0,0,-68.51393,47.46469
0,0,0,0,0,0,-67.53488,47.07088
0,0,0,0,0,0,-67.00915,47.84996
0,0,0,0,0,0,-67.67612,47.75451
0,0,0,0,0,0,-67.20293,47.17676
0,0,0,0,0,0,-66.51451,47.40475
0,0,0,0,0,0,-66.21001,47.91594
0,0,0,0,0,0,-64.83911,46.99828
0,0,0,0,0,0,-65.22097,47.80494
0,0,0,0,0,0,-65.29641,47.26688
0,0,0,0,0,0,-64.81201,47.61835
0,0,0,0,0,0,-67.18408,46.91322
0,0,0,0,0,0,-67.5403,46.35704
0,0,0,0,0,0,-66.9302,46.40997
0,0,0,0,0,0,-66.18177,46.01228
0,0,0,0,0,0,-66.01595,46.74246
0,0,0,0,0,0,-66.50546,46.52591
0,0,0,0,0,0,-65.85627,46.5308
0,0,0,0,0,0,-65.79167,46.95989
0,0,0,0,0,0,-64.96499,46.73222
0,0,0,0,0,0,-64.95069,46.88718
0,0,0,0,0,0,-64.29218,45.86972
0,0,0,0,0,0,-64.91758,45.72228
0,0,0,0,0,0,-67.42583,45.33027
0,0,0,0,0,0,-67.34539,45.57721
0,0,0,0,0,0,-66.90482,44.60036
0,0,0,0,0,0,-66.10086,45.86385
0,0,0,0,0,0,-66.65618,45.08596
0,0,0,0,0,0,-66.09898,45.27959
0,0,0,0,0,0,-66.77426,45.18486
0,0,0,0,0,0,-65.79995,45.63438
0,0,0,0,0,0,-65.04924,45.76289
0,0,0,0,0,0,-65.94536,45.71386
0,0,0,0,0,0,-68.2773,47.57713
0,0,0,0,0,0,-67.54301,47.08097
0,0,0,0,0,0,-66.21001,47.91594
0,0,0,0,0,0,-67.14385,46.83645
0,0,0,0,0,0,-65.366544,46.073502
0,0,0,0,0,0,-64.118707,46.182678
0,0,0,0,0,0,-66.25363,45.90808
0,0,0,0,0,0,-67.249359,46.717616
0,0,0,0,0,0,-53.4743,46.70801
0,0,0,0,0,0,-55.53559,46.93472
0,0,0,0,0,0,-52.6783,47.58182
0,0,0,0,0,0,-53.49419,47.7166
0,0,0,0,0,0,-54.88131,47.58256
0,0,0,0,0,0,-55.73472,47.09373
0,0,0,0,0,0,-57.62376,47.61596
0,0,0,0,0,0,-59.04093,48.52782
0,0,0,0,0,0,-59.19222,47.86874
0,0,0,0,0,0,-53.08542,48.70126
0,0,0,0,0,0,-53.87089,48.64839
0,0,0,0,0,0,-55.50898,48.84491
0,0,0,0,0,0,-56.78723,48.80759
0,0,0,0,0,0,-57.74377,48.17505
0,0,0,0,0,0,-58.84443,48.22512
0,0,0,0,0,0,-53.88541,49.0163
0,0,0,0,0,0,-54.48369,49.26633
0,0,0,0,0,0,-55.37649,49.17495
0,0,0,0,0,0,-56.0239,49.75178
0,0,0,0,0,0,-57.79948,49.85593
0,0,0,0,0,0,-56.12527,50.8746
0,0,0,0,0,0,-57.34239,50.69045
0,0,0,0,0,0,-55.59776,51.37223
0,0,0,0,0,0,-56.74013,51.29187
0,0,0,0,0,0,-60.29987,53.29591
0,0,0,0,0,0,-65.1431,53.4272
0,0,0,0,0,0,-56.82886,53.54743
0,0,0,0,0,0,-63.9294,53.5353
0,0,0,0,0,0,-64.71288,53.48171
0,0,0,0,0,0,-66.52966,53.04657
0,0,0,0,0,0,-61.98748,53.11685
0,0,0,0,0,0,-59.2751,52.55614
0,0,0,0,0,0,-55.53559,46.93472
0,0,0,0,0,0,-54.88036,47.58273
